invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
INV18499,CUST18499,Female,25,Sports,6,269.6325101,Credit Card,20-07-2024,Kanyon
INV18500,CUST18500,Male,41,Toys,7,162.2735586,Debit Card,24-04-2023,Metropol AVM
INV18501,CUST18501,Female,61,Electronics,1,83.79608204,Debit Card,28-09-2023,Mall of Istanbul
INV18502,CUST18502,Male,41,Sports,2,389.945461,Cash,29-05-2024,Metrocity
INV18503,CUST18503,Male,59,Sports,1,393.3045094,Credit Card,18-04-2024,Kanyon
INV18504,CUST18504,Male,35,Toys,4,461.3982084,Credit Card,19-03-2024,Istinye Park
INV18505,CUST18505,Male,51,Electronics,4,138.5413177,Debit Card,12-06-2024,Zorlu Center
INV18506,CUST18506,Male,59,Toys,4,284.234219,Cash,10-01-2023,Metrocity
INV18507,CUST18507,Female,40,Toys,2,233.8618356,Debit Card,06-01-2023,Kanyon
INV18508,CUST18508,Male,62,Home & Garden,5,219.2349585,Cash,05-06-2023,Mall of Istanbul
INV18509,CUST18509,Male,53,Sports,5,303.2185441,Debit Card,24-02-2024,Viaport Outlet
INV18510,CUST18510,Male,44,Electronics,5,395.8479928,Debit Card,02-01-2023,Kanyon
INV18511,CUST18511,Female,60,Electronics,3,322.654522,Credit Card,03-04-2023,Mall of Istanbul
INV18512,CUST18512,Male,37,Home & Garden,9,437.6045228,Credit Card,30-05-2023,Cevahir AVM
INV18513,CUST18513,Male,56,Sports,2,158.3946663,Debit Card,23-04-2024,Viaport Outlet
INV18514,CUST18514,Male,39,Electronics,8,297.2307198,Cash,23-03-2024,Kanyon
INV18515,CUST18515,Male,63,Home & Garden,3,175.1340424,Debit Card,22-03-2024,Istinye Park
INV18516,CUST18516,Female,60,Sports,1,35.96360297,Credit Card,27-10-2023,Viaport Outlet
INV18517,CUST18517,Male,35,Sports,4,10.64458859,Credit Card,13-05-2023,Istinye Park
INV18518,CUST18518,Female,54,Home & Garden,2,379.2992422,Cash,06-06-2023,Metrocity
INV18519,CUST18519,Male,27,Home & Garden,8,313.6799553,Credit Card,25-04-2024,Mall of Istanbul
INV18520,CUST18520,Male,37,Electronics,7,389.038539,Debit Card,11-12-2023,Zorlu Center
INV18521,CUST18521,Male,25,Sports,4,417.8060601,Debit Card,28-06-2023,Kanyon
INV18522,CUST18522,Female,64,Electronics,7,466.5635648,Credit Card,17-01-2023,Emaar Square Mall
INV18523,CUST18523,Male,45,Clothing,3,100.5009677,Cash,28-03-2023,Istinye Park
INV18524,CUST18524,Female,36,Sports,1,460.0205109,Credit Card,14-06-2024,Zorlu Center
INV18525,CUST18525,Male,25,Sports,6,219.8933827,Cash,19-01-2024,Metrocity
INV18526,CUST18526,Male,31,Home & Garden,2,462.134836,Debit Card,02-02-2023,Viaport Outlet
INV18527,CUST18527,Male,28,Toys,3,373.2139186,Debit Card,03-09-2023,Metropol AVM
INV18528,CUST18528,Male,37,Toys,2,355.2408285,Debit Card,29-02-2024,Mall of Istanbul
INV18529,CUST18529,Female,33,Electronics,3,454.0863466,Credit Card,26-06-2023,Zorlu Center
INV18530,CUST18530,Male,31,Home & Garden,8,96.52868164,Cash,05-02-2023,Kanyon
INV18531,CUST18531,Male,27,Toys,8,59.84088862,Credit Card,10-05-2023,Istinye Park
INV18532,CUST18532,Female,60,Home & Garden,5,224.3061158,Debit Card,10-05-2023,Metrocity
INV18533,CUST18533,Female,29,Home & Garden,9,103.0437911,Debit Card,30-01-2023,Metropol AVM
INV18534,CUST18534,Male,58,Electronics,2,404.1380187,Cash,26-10-2023,Zorlu Center
INV18535,CUST18535,Female,37,Toys,1,343.9635496,Credit Card,28-06-2024,Forum Istanbul
INV18536,CUST18536,Female,38,Clothing,3,385.7303865,Credit Card,09-07-2023,Metropol AVM
INV18537,CUST18537,Male,60,Clothing,2,422.2807555,Debit Card,23-05-2024,Metropol AVM
INV18538,CUST18538,Female,22,Home & Garden,8,17.47364289,Debit Card,08-04-2023,Viaport Outlet
INV18539,CUST18539,Male,22,Toys,2,440.8089935,Credit Card,29-10-2023,Viaport Outlet
INV18540,CUST18540,Male,41,Electronics,3,182.7365865,Credit Card,04-01-2023,Emaar Square Mall
INV18541,CUST18541,Male,42,Toys,2,46.6883463,Debit Card,18-08-2023,Forum Istanbul
INV18542,CUST18542,Female,34,Clothing,1,329.9205919,Debit Card,26-02-2024,Metrocity
INV18543,CUST18543,Female,60,Toys,6,406.4786456,Cash,13-02-2023,Kanyon
INV18544,CUST18544,Male,63,Toys,9,110.4627465,Debit Card,31-01-2023,Forum Istanbul
INV18545,CUST18545,Female,38,Sports,9,260.9220829,Debit Card,20-10-2023,Emaar Square Mall
INV18546,CUST18546,Male,27,Home & Garden,8,202.1648678,Debit Card,23-07-2023,Metrocity
INV18547,CUST18547,Male,27,Home & Garden,7,348.394881,Debit Card,06-12-2023,Mall of Istanbul
INV18548,CUST18548,Female,35,Electronics,6,37.31881582,Debit Card,22-05-2023,Emaar Square Mall
INV18549,CUST18549,Female,21,Electronics,2,11.612757,Cash,23-03-2024,Emaar Square Mall
INV18550,CUST18550,Male,56,Toys,7,215.7068501,Cash,14-09-2024,Viaport Outlet
INV18551,CUST18551,Male,21,Clothing,9,470.99103,Credit Card,11-08-2024,Forum Istanbul
INV18552,CUST18552,Female,18,Home & Garden,3,98.49230202,Cash,05-09-2024,Istinye Park
INV18553,CUST18553,Male,23,Toys,1,332.8875849,Credit Card,17-01-2023,Mall of Istanbul
INV18554,CUST18554,Female,26,Electronics,2,144.7238575,Debit Card,05-02-2024,Mall of Istanbul
INV18555,CUST18555,Male,50,Toys,8,415.5879996,Cash,30-03-2023,Forum Istanbul
INV18556,CUST18556,Female,60,Home & Garden,2,84.05947484,Credit Card,18-04-2023,Istinye Park
INV18557,CUST18557,Male,41,Clothing,7,86.63077522,Debit Card,12-11-2023,Emaar Square Mall
INV18558,CUST18558,Male,47,Sports,9,293.1000292,Debit Card,10-06-2024,Viaport Outlet
INV18559,CUST18559,Female,32,Toys,9,493.5953558,Cash,25-12-2023,Kanyon
INV18560,CUST18560,Male,53,Clothing,9,111.6656803,Debit Card,14-03-2024,Metrocity
INV18561,CUST18561,Male,34,Home & Garden,4,466.8806587,Credit Card,04-11-2023,Emaar Square Mall
INV18562,CUST18562,Female,21,Electronics,8,224.501282,Cash,17-06-2023,Cevahir AVM
INV18563,CUST18563,Male,42,Clothing,5,206.8862562,Credit Card,13-02-2024,Zorlu Center
INV18564,CUST18564,Male,60,Home & Garden,5,473.4262791,Debit Card,22-07-2023,Zorlu Center
INV18565,CUST18565,Male,29,Toys,4,395.2129646,Debit Card,03-03-2023,Metropol AVM
INV18566,CUST18566,Male,62,Clothing,3,438.8688755,Credit Card,12-11-2023,Forum Istanbul
INV18567,CUST18567,Male,63,Sports,6,155.0135672,Cash,19-04-2023,Metropol AVM
INV18568,CUST18568,Female,18,Home & Garden,9,284.4441055,Credit Card,04-02-2023,Cevahir AVM
INV18569,CUST18569,Male,59,Clothing,4,73.42371827,Credit Card,07-09-2023,Zorlu Center
INV18570,CUST18570,Male,60,Toys,3,449.5135377,Credit Card,12-01-2024,Zorlu Center
INV18571,CUST18571,Male,41,Electronics,1,35.41071768,Cash,26-06-2024,Metrocity
INV18572,CUST18572,Male,18,Toys,1,460.0419247,Credit Card,18-02-2024,Cevahir AVM
INV18573,CUST18573,Male,47,Clothing,1,267.2821087,Debit Card,18-11-2023,Mall of Istanbul
INV18574,CUST18574,Male,23,Sports,6,177.3728874,Cash,02-12-2023,Istinye Park
INV18575,CUST18575,Female,54,Electronics,6,293.6365175,Credit Card,24-03-2023,Zorlu Center
INV18576,CUST18576,Male,26,Sports,6,62.79741204,Cash,12-12-2023,Metropol AVM
INV18577,CUST18577,Female,38,Clothing,3,374.2476387,Credit Card,12-04-2023,Cevahir AVM
INV18578,CUST18578,Male,54,Clothing,2,254.6812885,Cash,29-08-2023,Istinye Park
INV18579,CUST18579,Female,47,Home & Garden,4,103.8146459,Cash,08-10-2023,Forum Istanbul
INV18580,CUST18580,Male,25,Electronics,1,217.3837513,Cash,08-08-2024,Cevahir AVM
INV18581,CUST18581,Male,31,Electronics,9,450.6173413,Cash,24-08-2023,Metrocity
INV18582,CUST18582,Female,44,Electronics,1,321.5345324,Cash,04-12-2023,Forum Istanbul
INV18583,CUST18583,Male,34,Sports,5,156.1977854,Credit Card,02-02-2023,Forum Istanbul
INV18584,CUST18584,Male,25,Electronics,4,455.5103718,Credit Card,12-06-2024,Kanyon
INV18585,CUST18585,Female,60,Clothing,2,241.1015818,Debit Card,15-11-2023,Forum Istanbul
INV18586,CUST18586,Male,31,Sports,3,61.61005144,Cash,19-06-2023,Cevahir AVM
INV18587,CUST18587,Male,36,Toys,2,413.2249625,Debit Card,21-01-2023,Metrocity
INV18588,CUST18588,Male,52,Sports,4,250.2674957,Credit Card,22-04-2024,Kanyon
INV18589,CUST18589,Male,52,Home & Garden,2,368.1945849,Debit Card,15-04-2024,Forum Istanbul
INV18590,CUST18590,Male,55,Electronics,7,393.1160234,Cash,08-06-2023,Istinye Park
INV18591,CUST18591,Male,53,Toys,9,498.1826927,Debit Card,22-06-2024,Forum Istanbul
INV18592,CUST18592,Female,33,Toys,9,441.7184626,Cash,31-03-2023,Forum Istanbul
INV18593,CUST18593,Male,55,Sports,6,43.76876077,Credit Card,07-08-2023,Istinye Park
INV18594,CUST18594,Male,29,Home & Garden,6,61.76295201,Cash,02-06-2024,Mall of Istanbul
INV18595,CUST18595,Female,20,Home & Garden,4,77.14624845,Cash,19-01-2023,Istinye Park
INV18596,CUST18596,Female,40,Toys,5,486.053881,Debit Card,15-06-2023,Emaar Square Mall
INV18597,CUST18597,Male,47,Sports,5,389.4636557,Debit Card,25-02-2023,Mall of Istanbul
INV18598,CUST18598,Male,54,Toys,9,303.4073155,Credit Card,12-09-2024,Emaar Square Mall
INV18599,CUST18599,Male,18,Electronics,3,264.646908,Cash,09-10-2023,Metropol AVM
INV18600,CUST18600,Male,59,Electronics,3,335.2555237,Credit Card,06-03-2024,Zorlu Center
INV18601,CUST18601,Male,38,Electronics,6,314.6801,Debit Card,26-01-2024,Kanyon
INV18602,CUST18602,Male,63,Sports,1,162.4057661,Cash,25-10-2023,Mall of Istanbul
INV18603,CUST18603,Male,62,Clothing,7,239.5940842,Debit Card,04-05-2023,Mall of Istanbul
INV18604,CUST18604,Female,63,Sports,8,50.35628217,Cash,19-03-2024,Metrocity
INV18605,CUST18605,Male,23,Home & Garden,7,350.2622271,Debit Card,05-01-2023,Cevahir AVM
INV18606,CUST18606,Male,31,Home & Garden,1,412.830912,Credit Card,03-02-2023,Kanyon
INV18607,CUST18607,Female,30,Electronics,6,489.0251629,Debit Card,06-05-2023,Emaar Square Mall
INV18608,CUST18608,Male,51,Electronics,7,199.2905855,Debit Card,14-06-2023,Mall of Istanbul
INV18609,CUST18609,Male,60,Electronics,7,395.3266596,Cash,08-01-2023,Kanyon
INV18610,CUST18610,Female,64,Sports,5,192.783358,Debit Card,17-03-2023,Cevahir AVM
INV18611,CUST18611,Male,44,Toys,4,209.2032278,Credit Card,01-11-2023,Zorlu Center
INV18612,CUST18612,Female,34,Toys,3,427.0645242,Cash,10-11-2023,Kanyon
INV18613,CUST18613,Male,30,Home & Garden,7,458.4256971,Debit Card,29-07-2024,Forum Istanbul
INV18614,CUST18614,Female,28,Sports,1,25.08000245,Credit Card,09-04-2024,Metropol AVM
INV18615,CUST18615,Male,24,Electronics,1,12.71896518,Credit Card,31-08-2023,Metrocity
INV18616,CUST18616,Female,29,Sports,8,396.0515424,Credit Card,02-12-2023,Emaar Square Mall
INV18617,CUST18617,Female,42,Electronics,1,166.1902989,Cash,30-07-2023,Metropol AVM
INV18618,CUST18618,Male,33,Electronics,5,319.4354751,Credit Card,09-05-2023,Viaport Outlet
INV18619,CUST18619,Male,35,Electronics,5,362.0618149,Cash,19-03-2023,Istinye Park
INV18620,CUST18620,Male,35,Clothing,4,462.6259938,Cash,24-08-2024,Cevahir AVM
INV18621,CUST18621,Female,64,Home & Garden,1,468.7798209,Credit Card,17-11-2023,Metropol AVM
INV18622,CUST18622,Male,41,Home & Garden,5,257.3445333,Credit Card,26-03-2024,Zorlu Center
INV18623,CUST18623,Male,26,Sports,9,179.6701012,Credit Card,12-11-2023,Zorlu Center
INV18624,CUST18624,Female,24,Electronics,5,476.2532274,Cash,08-06-2023,Zorlu Center
INV18625,CUST18625,Male,38,Sports,2,118.9698573,Debit Card,29-11-2023,Zorlu Center
INV18626,CUST18626,Female,26,Electronics,2,119.6547822,Credit Card,24-05-2023,Viaport Outlet
INV18627,CUST18627,Male,60,Electronics,2,408.7154283,Debit Card,21-01-2023,Emaar Square Mall
INV18628,CUST18628,Female,34,Toys,5,379.1255371,Cash,05-03-2024,Forum Istanbul
INV18629,CUST18629,Female,32,Sports,7,346.5368388,Credit Card,27-07-2023,Metropol AVM
INV18630,CUST18630,Male,31,Sports,9,420.9737148,Debit Card,20-09-2023,Zorlu Center
INV18631,CUST18631,Male,42,Toys,2,257.2839335,Debit Card,30-03-2024,Zorlu Center
INV18632,CUST18632,Female,36,Home & Garden,1,362.4238995,Credit Card,29-05-2023,Istinye Park
INV18633,CUST18633,Male,61,Sports,7,366.6961625,Debit Card,28-04-2024,Cevahir AVM
INV18634,CUST18634,Female,28,Electronics,3,116.0777108,Debit Card,11-10-2023,Viaport Outlet
INV18635,CUST18635,Male,55,Toys,1,97.76691372,Cash,08-04-2023,Kanyon
INV18636,CUST18636,Male,41,Home & Garden,1,366.236126,Cash,16-08-2023,Istinye Park
INV18637,CUST18637,Female,53,Toys,4,272.3153659,Credit Card,11-06-2024,Mall of Istanbul
INV18638,CUST18638,Female,39,Toys,4,304.2347518,Cash,30-01-2023,Cevahir AVM
INV18639,CUST18639,Male,47,Electronics,8,162.9470459,Cash,12-02-2024,Kanyon
INV18640,CUST18640,Female,52,Clothing,6,62.87324495,Cash,23-03-2023,Zorlu Center
INV18641,CUST18641,Female,53,Electronics,1,274.3388098,Credit Card,08-01-2024,Viaport Outlet
INV18642,CUST18642,Male,43,Electronics,9,147.1876761,Debit Card,30-05-2024,Metrocity
INV18643,CUST18643,Male,21,Toys,3,333.5053784,Cash,19-09-2024,Metrocity
INV18644,CUST18644,Male,49,Toys,4,419.8737969,Credit Card,02-08-2023,Metropol AVM
INV18645,CUST18645,Female,63,Home & Garden,6,19.91585416,Debit Card,22-06-2024,Mall of Istanbul
INV18646,CUST18646,Male,51,Sports,9,460.1438408,Cash,22-10-2023,Forum Istanbul
INV18647,CUST18647,Male,64,Clothing,4,367.7666528,Cash,25-04-2023,Mall of Istanbul
INV18648,CUST18648,Male,20,Toys,6,90.29604213,Credit Card,02-02-2024,Metropol AVM
INV18649,CUST18649,Male,29,Sports,9,356.8485427,Cash,13-07-2023,Emaar Square Mall
INV18650,CUST18650,Male,55,Home & Garden,3,120.7047672,Cash,01-01-2024,Istinye Park
INV18651,CUST18651,Male,59,Clothing,6,468.6933399,Cash,24-01-2024,Metrocity
INV18652,CUST18652,Male,21,Clothing,8,195.5103709,Credit Card,19-08-2023,Mall of Istanbul
INV18653,CUST18653,Male,49,Clothing,3,72.67715863,Debit Card,21-08-2024,Forum Istanbul
INV18654,CUST18654,Male,37,Electronics,6,415.9398331,Credit Card,12-08-2023,Metrocity
INV18655,CUST18655,Male,45,Sports,5,481.9102102,Cash,09-03-2024,Metrocity
INV18656,CUST18656,Male,55,Electronics,6,86.78788224,Credit Card,05-05-2023,Forum Istanbul
INV18657,CUST18657,Male,55,Home & Garden,1,231.2021407,Debit Card,13-06-2024,Viaport Outlet
INV18658,CUST18658,Male,31,Electronics,6,61.13007273,Cash,11-05-2024,Cevahir AVM
INV18659,CUST18659,Female,46,Sports,5,498.3128878,Debit Card,02-02-2023,Metropol AVM
INV18660,CUST18660,Female,35,Toys,9,20.28850632,Cash,23-06-2024,Metrocity
INV18661,CUST18661,Male,34,Sports,5,422.2156544,Credit Card,05-02-2023,Metropol AVM
INV18662,CUST18662,Female,64,Toys,1,183.024562,Cash,28-12-2023,Emaar Square Mall
INV18663,CUST18663,Female,34,Clothing,8,481.6791222,Debit Card,24-11-2023,Kanyon
INV18664,CUST18664,Male,23,Toys,8,258.7061071,Cash,12-05-2023,Kanyon
INV18665,CUST18665,Female,47,Home & Garden,4,140.4027759,Credit Card,18-07-2024,Forum Istanbul
INV18666,CUST18666,Female,53,Sports,4,197.5573274,Debit Card,08-07-2023,Emaar Square Mall
INV18667,CUST18667,Female,36,Home & Garden,9,97.42802628,Credit Card,02-10-2023,Emaar Square Mall
INV18668,CUST18668,Male,55,Clothing,7,324.4024532,Debit Card,02-05-2023,Istinye Park
INV18669,CUST18669,Male,56,Clothing,4,386.1061163,Credit Card,24-03-2024,Emaar Square Mall
INV18670,CUST18670,Male,42,Clothing,9,226.6034193,Credit Card,29-05-2023,Istinye Park
INV18671,CUST18671,Male,50,Toys,4,296.2102066,Debit Card,04-09-2024,Kanyon
INV18672,CUST18672,Male,39,Toys,7,303.9202311,Debit Card,24-01-2024,Zorlu Center
INV18673,CUST18673,Female,51,Clothing,8,204.4037982,Cash,20-12-2023,Metrocity
INV18674,CUST18674,Male,44,Electronics,8,93.01105201,Credit Card,02-07-2024,Emaar Square Mall
INV18675,CUST18675,Male,37,Home & Garden,7,27.82928736,Debit Card,22-03-2024,Istinye Park
INV18676,CUST18676,Male,39,Home & Garden,9,212.1979337,Cash,03-10-2023,Viaport Outlet
INV18677,CUST18677,Female,35,Home & Garden,1,203.4698356,Cash,19-08-2023,Kanyon
INV18678,CUST18678,Male,52,Toys,5,354.218252,Debit Card,01-07-2023,Zorlu Center
INV18679,CUST18679,Male,52,Home & Garden,5,137.0450602,Credit Card,30-05-2023,Viaport Outlet
INV18680,CUST18680,Male,49,Home & Garden,6,262.0154311,Cash,15-09-2023,Kanyon
INV18681,CUST18681,Male,37,Toys,5,267.9929667,Debit Card,30-04-2024,Forum Istanbul
INV18682,CUST18682,Female,51,Home & Garden,7,114.2043948,Credit Card,05-09-2024,Metropol AVM
INV18683,CUST18683,Male,42,Home & Garden,6,475.7778088,Credit Card,09-06-2023,Metropol AVM
INV18684,CUST18684,Male,52,Home & Garden,9,129.3891445,Credit Card,19-10-2023,Forum Istanbul
INV18685,CUST18685,Female,32,Home & Garden,3,78.93681146,Credit Card,20-09-2023,Forum Istanbul
INV18686,CUST18686,Male,50,Clothing,7,414.4007781,Credit Card,05-09-2023,Kanyon
INV18687,CUST18687,Female,28,Home & Garden,9,254.3278208,Credit Card,12-09-2023,Metropol AVM
INV18688,CUST18688,Male,35,Sports,8,252.7470732,Debit Card,09-12-2023,Metropol AVM
INV18689,CUST18689,Female,57,Electronics,8,313.1713083,Cash,08-06-2024,Viaport Outlet
INV18690,CUST18690,Female,36,Sports,2,105.4340254,Debit Card,04-04-2023,Zorlu Center
INV18691,CUST18691,Female,28,Sports,2,426.6899592,Cash,13-08-2024,Cevahir AVM
INV18692,CUST18692,Male,22,Sports,4,215.8095826,Cash,29-01-2024,Kanyon
INV18693,CUST18693,Female,58,Electronics,7,154.0154911,Debit Card,11-10-2023,Viaport Outlet
INV18694,CUST18694,Male,28,Electronics,7,42.52244203,Cash,20-05-2023,Metropol AVM
INV18695,CUST18695,Female,37,Toys,6,277.9508507,Cash,16-03-2024,Cevahir AVM
INV18696,CUST18696,Male,52,Toys,8,191.7035476,Credit Card,27-03-2023,Kanyon
INV18697,CUST18697,Female,19,Sports,2,461.9947825,Cash,11-08-2024,Istinye Park
INV18698,CUST18698,Male,20,Sports,3,346.1369624,Debit Card,04-09-2023,Cevahir AVM
INV18699,CUST18699,Female,35,Home & Garden,3,470.5936727,Cash,09-07-2024,Cevahir AVM
INV18700,CUST18700,Male,25,Sports,3,105.4884833,Cash,27-10-2023,Forum Istanbul
INV18701,CUST18701,Male,19,Clothing,7,119.5269101,Credit Card,09-08-2024,Metropol AVM
INV18702,CUST18702,Male,49,Electronics,8,217.7372116,Cash,21-05-2023,Metrocity
INV18703,CUST18703,Male,64,Toys,7,243.7840882,Cash,26-01-2024,Mall of Istanbul
INV18704,CUST18704,Male,56,Electronics,3,111.6287797,Credit Card,03-03-2023,Forum Istanbul
INV18705,CUST18705,Female,49,Sports,9,159.3528596,Credit Card,27-06-2023,Metrocity
INV18706,CUST18706,Female,38,Toys,2,494.3769675,Cash,31-03-2023,Emaar Square Mall
INV18707,CUST18707,Male,21,Clothing,9,396.8481418,Cash,30-04-2024,Zorlu Center
INV18708,CUST18708,Male,49,Electronics,9,199.443429,Cash,23-02-2024,Kanyon
INV18709,CUST18709,Male,35,Home & Garden,9,173.9938813,Credit Card,04-08-2023,Forum Istanbul
INV18710,CUST18710,Male,54,Home & Garden,9,289.4535411,Credit Card,20-05-2023,Emaar Square Mall
INV18711,CUST18711,Male,58,Sports,8,372.689609,Debit Card,03-07-2024,Viaport Outlet
INV18712,CUST18712,Female,38,Home & Garden,5,162.5687387,Credit Card,18-12-2023,Mall of Istanbul
INV18713,CUST18713,Female,22,Sports,8,351.5507377,Credit Card,01-09-2023,Viaport Outlet
INV18714,CUST18714,Female,54,Toys,1,499.0697857,Credit Card,25-04-2023,Metrocity
INV18715,CUST18715,Male,30,Sports,2,212.5603246,Credit Card,11-01-2023,Forum Istanbul
INV18716,CUST18716,Male,59,Electronics,8,446.8541607,Cash,07-09-2024,Forum Istanbul
INV18717,CUST18717,Male,44,Electronics,7,456.2793681,Debit Card,12-06-2023,Istinye Park
INV18718,CUST18718,Male,55,Home & Garden,8,84.46457759,Debit Card,10-11-2023,Cevahir AVM
INV18719,CUST18719,Male,46,Toys,3,453.8417619,Credit Card,27-07-2023,Cevahir AVM
INV18720,CUST18720,Male,35,Electronics,9,486.8344712,Credit Card,18-01-2023,Mall of Istanbul
INV18721,CUST18721,Male,29,Clothing,2,316.1612112,Credit Card,20-03-2024,Kanyon
INV18722,CUST18722,Male,20,Electronics,4,244.6623274,Cash,01-01-2024,Istinye Park
INV18723,CUST18723,Male,61,Clothing,1,218.4845307,Debit Card,30-12-2023,Metrocity
INV18724,CUST18724,Female,56,Toys,7,486.4507315,Debit Card,04-04-2023,Istinye Park
INV18725,CUST18725,Male,35,Toys,3,184.9414556,Credit Card,16-08-2024,Kanyon
INV18726,CUST18726,Female,44,Home & Garden,8,98.77996493,Credit Card,21-08-2023,Mall of Istanbul
INV18727,CUST18727,Male,31,Sports,4,358.9807574,Debit Card,21-12-2023,Kanyon
INV18728,CUST18728,Male,37,Sports,8,408.30796,Debit Card,29-03-2024,Mall of Istanbul
INV18729,CUST18729,Female,22,Sports,4,284.8801394,Debit Card,14-09-2024,Metrocity
INV18730,CUST18730,Female,22,Clothing,6,77.63803507,Debit Card,18-04-2023,Viaport Outlet
INV18731,CUST18731,Female,55,Sports,7,496.6982237,Debit Card,22-10-2023,Istinye Park
INV18732,CUST18732,Male,27,Electronics,6,451.5137308,Credit Card,24-08-2024,Mall of Istanbul
INV18733,CUST18733,Male,29,Electronics,6,397.6645487,Debit Card,24-11-2023,Metropol AVM
INV18734,CUST18734,Male,40,Home & Garden,8,205.3226484,Credit Card,19-03-2024,Forum Istanbul
INV18735,CUST18735,Female,18,Sports,9,307.7765124,Credit Card,05-09-2023,Viaport Outlet
INV18736,CUST18736,Male,33,Clothing,3,172.2028013,Debit Card,14-05-2023,Metropol AVM
INV18737,CUST18737,Male,49,Clothing,4,368.9065293,Cash,22-12-2023,Metrocity
INV18738,CUST18738,Male,24,Clothing,7,137.7298745,Credit Card,28-02-2023,Forum Istanbul
INV18739,CUST18739,Male,30,Sports,5,357.795098,Debit Card,09-01-2023,Mall of Istanbul
INV18740,CUST18740,Male,33,Toys,5,17.41725237,Cash,18-08-2024,Metropol AVM
INV18741,CUST18741,Male,42,Home & Garden,8,163.2313684,Credit Card,18-07-2024,Viaport Outlet
INV18742,CUST18742,Female,63,Sports,9,170.0589532,Cash,29-06-2023,Kanyon
INV18743,CUST18743,Female,35,Electronics,3,259.7592129,Debit Card,24-02-2024,Emaar Square Mall
INV18744,CUST18744,Female,20,Electronics,9,162.0835005,Cash,02-08-2023,Cevahir AVM
INV18745,CUST18745,Female,51,Home & Garden,3,167.6432173,Credit Card,02-04-2024,Viaport Outlet
INV18746,CUST18746,Male,52,Home & Garden,7,28.74942798,Credit Card,12-02-2023,Zorlu Center
INV18747,CUST18747,Male,58,Toys,9,379.1090577,Credit Card,05-11-2023,Metrocity
INV18748,CUST18748,Male,60,Sports,4,38.74277817,Debit Card,16-10-2023,Metropol AVM
INV18749,CUST18749,Female,18,Home & Garden,6,448.4622165,Credit Card,19-04-2024,Zorlu Center
INV18750,CUST18750,Male,35,Toys,4,273.7603417,Debit Card,12-03-2024,Forum Istanbul
INV18751,CUST18751,Male,18,Sports,5,280.5685073,Credit Card,08-10-2023,Forum Istanbul
INV18752,CUST18752,Female,63,Electronics,1,482.760635,Debit Card,26-10-2023,Viaport Outlet
INV18753,CUST18753,Female,20,Home & Garden,4,402.3255666,Credit Card,13-01-2024,Metropol AVM
INV18754,CUST18754,Female,37,Sports,5,181.8620679,Credit Card,24-04-2024,Kanyon
INV18755,CUST18755,Male,49,Sports,7,383.338696,Debit Card,10-06-2024,Metrocity
INV18756,CUST18756,Male,28,Toys,5,358.3899948,Debit Card,31-03-2024,Istinye Park
INV18757,CUST18757,Female,60,Electronics,1,40.66999094,Cash,09-11-2023,Mall of Istanbul
INV18758,CUST18758,Female,19,Home & Garden,9,449.4858426,Debit Card,31-08-2024,Viaport Outlet
INV18759,CUST18759,Male,60,Toys,4,282.5448937,Cash,05-08-2024,Metropol AVM
INV18760,CUST18760,Male,63,Home & Garden,3,426.4539057,Credit Card,19-01-2023,Forum Istanbul
INV18761,CUST18761,Male,28,Electronics,4,181.6098524,Credit Card,11-01-2023,Viaport Outlet
INV18762,CUST18762,Male,49,Clothing,8,144.4073137,Credit Card,03-12-2023,Viaport Outlet
INV18763,CUST18763,Female,27,Clothing,3,198.8336155,Credit Card,27-11-2023,Mall of Istanbul
INV18764,CUST18764,Male,44,Sports,1,199.6106986,Credit Card,28-10-2023,Zorlu Center
INV18765,CUST18765,Female,21,Clothing,3,101.0886733,Debit Card,23-10-2023,Emaar Square Mall
INV18766,CUST18766,Male,37,Sports,2,241.9177078,Cash,17-03-2023,Forum Istanbul
INV18767,CUST18767,Male,22,Clothing,9,406.8876611,Debit Card,20-01-2024,Istinye Park
INV18768,CUST18768,Male,38,Electronics,4,324.4869511,Debit Card,02-09-2023,Istinye Park
INV18769,CUST18769,Female,25,Sports,8,68.0781,Debit Card,14-08-2024,Emaar Square Mall
INV18770,CUST18770,Male,38,Clothing,6,263.5251751,Cash,27-01-2024,Forum Istanbul
INV18771,CUST18771,Female,38,Toys,4,475.1637668,Cash,21-02-2023,Cevahir AVM
INV18772,CUST18772,Male,20,Clothing,1,84.00512487,Credit Card,17-09-2024,Cevahir AVM
INV18773,CUST18773,Male,63,Sports,8,201.7314957,Debit Card,27-08-2023,Forum Istanbul
INV18774,CUST18774,Male,49,Clothing,9,314.4268014,Cash,08-04-2024,Cevahir AVM
INV18775,CUST18775,Male,45,Home & Garden,3,367.5300236,Cash,04-06-2023,Metrocity
INV18776,CUST18776,Male,27,Electronics,8,61.70295734,Credit Card,07-02-2023,Emaar Square Mall
INV18777,CUST18777,Male,31,Electronics,5,35.61258163,Cash,16-04-2023,Istinye Park
INV18778,CUST18778,Male,62,Home & Garden,5,260.0030201,Credit Card,31-07-2023,Kanyon
INV18779,CUST18779,Female,48,Toys,5,27.36861425,Credit Card,15-07-2023,Metrocity
INV18780,CUST18780,Female,32,Sports,8,468.6138967,Credit Card,23-06-2024,Emaar Square Mall
