invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I237699,C147120,Female,42,Toys,5,179.2,Credit Card,11-08-2022,Metrocity
I243840,C259810,Female,38,Clothing,2,600.16,Cash,31-12-2022,Forum Istanbul
I281317,C208750,Male,65,Clothing,3,900.24,Debit Card,26-01-2022,Mall of Istanbul
I323066,C306662,Female,20,Food & Beverage,4,20.92,Credit Card,01-06-2022,Metrocity
I849745,C238847,Female,40,Clothing,2,600.16,Cash,07-02-2022,Emaar Square Mall
I113875,C205925,Male,29,Clothing,2,600.16,Credit Card,16-05-2022,Viaport Outlet
I112453,C848969,Female,23,Toys,1,35.84,Cash,18-12-2022,Metrocity
I310698,C125946,Female,37,Clothing,3,900.24,Debit Card,24-05-2022,Emaar Square Mall
I219493,C313632,Female,33,Food & Beverage,4,20.92,Cash,09-11-2022,Kanyon
I108836,C299567,Female,33,Clothing,3,900.24,Cash,05-04-2022,Metropol AVM
I566991,C337644,Female,42,Shoes,3,1800.51,Cash,02-09-2022,Kanyon
I199171,C714299,Female,44,Toys,2,71.68,Credit Card,14-03-2022,Kanyon
I126385,C235967,Male,57,Clothing,1,300.08,Credit Card,07-06-2022,Forum Istanbul
I248358,C113738,Female,23,Toys,4,143.36,Credit Card,05-07-2022,Metropol AVM
I252226,C140512,Female,49,Clothing,3,900.24,Cash,14-01-2022,Metrocity
I182716,C177872,Female,40,Cosmetics,2,81.32,Credit Card,30-01-2022,Kanyon
I204148,C256457,Male,68,Clothing,5,1500.4,Credit Card,04-03-2022,Forum Istanbul
I249601,C327001,Female,27,Clothing,4,1200.32,Debit Card,26-03-2022,Metropol AVM
I331786,C230696,Male,25,Food & Beverage,5,26.15,Cash,07-08-2022,Viaport Outlet
I321546,C216475,Male,43,Books,1,15.15,Credit Card,21-02-2023,Kanyon
I271767,C282974,Female,19,Food & Beverage,2,10.46,Cash,05-04-2022,Emaar Square Mall
I124533,C290819,Male,33,Cosmetics,3,121.98,Cash,01-08-2022,Kanyon
I280040,C205857,Male,43,Food & Beverage,1,5.23,Cash,04-08-2022,Cevahir AVM
I187290,C419768,Male,23,Shoes,1,600.17,Cash,07-10-2022,Metrocity
I729986,C248925,Female,65,Clothing,2,600.16,Credit Card,29-05-2022,Forum Istanbul
I173583,C261635,Female,51,Clothing,4,1200.32,Cash,11-08-2022,Cevahir AVM
I324019,C465874,Female,58,Toys,1,35.84,Debit Card,31-03-2022,Viaport Outlet
I315551,C216475,Male,42,Clothing,4,1200.32,Cash,17-01-2022,Kanyon
I619628,C204146,Male,67,Cosmetics,1,40.66,Cash,15-02-2022,Metrocity
I287309,C116029,Female,41,Shoes,4,2400.68,Credit Card,07-03-2022,Emaar Square Mall
I304423,C335133,Male,43,Books,2,30.3,Cash,25-01-2023,Mall of Istanbul
I157388,C208250,Male,34,Food & Beverage,3,15.69,Debit Card,03-08-2022,Metrocity
I127594,C336317,Male,32,Clothing,2,600.16,Cash,25-04-2022,Mall of Istanbul
I763301,C168973,Male,38,Shoes,4,2400.68,Cash,01-09-2023,Istinye Park
I219396,C282243,Male,22,Clothing,4,1200.32,Cash,13-10-2022,Kanyon
I237647,C605539,Male,25,Technology,4,4200,Credit Card,22-10-2022,Forum Istanbul
I269977,C335476,Female,49,Books,2,30.3,Cash,09-01-2022,Zorlu Center
I247345,C249901,Female,39,Cosmetics,4,162.64,Credit Card,23-01-2022,Viaport Outlet
I130002,C155309,Female,26,Food & Beverage,3,15.69,Credit Card,02-06-2022,Forum Istanbul
I115922,C884616,Female,25,Clothing,3,900.24,Cash,04-10-2022,Viaport Outlet
I308735,C169034,Female,28,Cosmetics,4,162.64,Debit Card,18-07-2022,Forum Istanbul
I278675,C427543,Female,61,Toys,3,107.52,Cash,09-07-2022,Mall of Istanbul
I324051,C944648,Male,59,Souvenir,2,23.46,Credit Card,24-04-2022,Mall of Istanbul
I259227,C100507,Female,62,Shoes,2,1200.34,Credit Card,01-09-2022,Viaport Outlet
I245706,C714299,Female,44,Clothing,4,1200.32,Cash,04-12-2022,Metropol AVM
I331239,C592075,Female,63,Toys,3,107.52,Debit Card,06-06-2022,Mall of Istanbul
I181980,C272347,Female,66,Cosmetics,5,203.3,Debit Card,11-08-2022,Metropol AVM
I157899,C113739,Male,37,Cosmetics,4,162.64,Cash,18-08-2022,Zorlu Center
I335165,C757799,Female,42,Shoes,3,1800.51,Credit Card,09-06-2022,Kanyon
I831978,C317968,Female,54,Food & Beverage,5,26.15,Credit Card,06-04-2022,Kanyon
I968835,C149082,Male,44,Souvenir,3,35.19,Credit Card,11-10-2022,Mall of Istanbul
I228663,C192474,Male,49,Clothing,5,1500.4,Cash,08-09-2022,Mall of Istanbul
I304738,C703353,Female,59,Food & Beverage,1,5.23,Cash,01-06-2023,Kanyon
I107308,C125845,Male,18,Food & Beverage,1,5.23,Debit Card,25-02-2022,Metrocity
I299412,C227943,Male,32,Toys,1,35.84,Credit Card,28-04-2022,Istinye Park
I114115,C240286,Male,58,Clothing,3,900.24,Cash,21-09-2022,Kanyon
I126334,C427543,Female,19,Clothing,3,900.24,Debit Card,16-09-2022,Mall of Istanbul
I126712,C351228,Female,64,Souvenir,1,11.73,Credit Card,05-09-2022,Emaar Square Mall
I240331,C181160,Female,19,Food & Beverage,4,20.92,Credit Card,02-05-2022,Kanyon
I307088,C240286,Female,26,Food & Beverage,3,15.69,Cash,05-07-2022,Mall of Istanbul
I282316,C168663,Female,39,Clothing,2,600.16,Credit Card,21-10-2022,Metropol AVM
I736022,C125946,Female,61,Souvenir,3,35.19,Cash,01-06-2023,Metropol AVM
I625016,C467553,Female,65,Souvenir,3,35.19,Credit Card,27-10-2022,Metrocity
I401285,C180499,Female,63,Shoes,1,600.17,Cash,30-01-2023,Zorlu Center
I152311,C137694,Male,21,Clothing,2,600.16,Cash,21-06-2022,Metrocity
I217469,C111257,Female,39,Clothing,4,1200.32,Cash,02-06-2023,Metropol AVM
I277505,C314806,Female,38,Clothing,3,900.24,Debit Card,29-10-2022,Metropol AVM
I381515,C126446,Male,68,Cosmetics,4,162.64,Cash,23-01-2023,Mall of Istanbul
I556186,C605539,Male,54,Clothing,5,1500.4,Cash,16-06-2022,Viaport Outlet
I253883,C397232,Male,62,Clothing,1,300.08,Cash,01-12-2022,Kanyon
I235811,C261380,Male,64,Clothing,3,900.24,Debit Card,04-03-2022,Forum Istanbul
I276504,C631970,Female,23,Clothing,4,1200.32,Cash,14-07-2022,Metrocity
I979748,C133297,Female,69,Clothing,1,300.08,Cash,29-03-2022,Mall of Istanbul
I140419,C606472,Female,31,Technology,5,5250,Cash,12-01-2022,Mall of Istanbul
I138522,C146106,Male,58,Cosmetics,2,81.32,Cash,18-08-2022,Kanyon
I339002,C306576,Male,68,Shoes,5,3000.85,Cash,02-09-2023,Metrocity
I177243,C187316,Female,20,Shoes,4,2400.68,Credit Card,06-06-2022,Mall of Istanbul
I114957,C858138,Female,49,Souvenir,1,11.73,Debit Card,31-05-2022,Cevahir AVM
I323225,C968038,Male,64,Food & Beverage,4,20.92,Cash,12-06-2022,Kanyon
I411070,C336305,Male,67,Cosmetics,3,121.98,Cash,02-02-2023,Mall of Istanbul
I268469,C781845,Female,40,Cosmetics,4,162.64,Cash,31-07-2022,Emaar Square Mall
I163437,C119297,Male,52,Cosmetics,4,162.64,Credit Card,18-09-2022,Kanyon
I220453,C668877,Female,66,Toys,1,35.84,Debit Card,30-05-2022,Viaport Outlet
I472618,C908588,Female,39,Clothing,1,300.08,Credit Card,30-09-2022,Mall of Istanbul
I238260,C304389,Male,46,Food & Beverage,2,10.46,Cash,27-02-2022,Kanyon
I658582,C327600,Male,52,Toys,1,35.84,Cash,03-05-2023,Zorlu Center
I367716,C233697,Male,65,Food & Beverage,3,15.69,Debit Card,07-04-2022,Zorlu Center
I571592,C124832,Female,45,Technology,1,1050,Cash,03-11-2022,Istinye Park
I903246,C405333,Male,49,Souvenir,3,35.19,Debit Card,03-06-2023,Metropol AVM
I336723,C113738,Female,48,Toys,3,107.52,Credit Card,19-02-2022,Cevahir AVM
I407808,C237499,Female,47,Toys,4,143.36,Debit Card,29-05-2022,Emaar Square Mall
I910595,C240286,Male,65,Clothing,1,300.08,Cash,21-02-2022,Istinye Park
I172862,C321394,Female,61,Cosmetics,1,40.66,Cash,23-07-2022,Mall of Istanbul
I106539,C220743,Male,32,Shoes,2,1200.34,Cash,08-01-2022,Istinye Park
I172083,C144386,Female,27,Toys,5,179.2,Cash,26-02-2023,Metrocity
I140136,C282243,Male,46,Shoes,5,3000.85,Debit Card,27-09-2022,Emaar Square Mall
I351274,C282243,Female,64,Shoes,4,2400.68,Cash,17-10-2022,Metrocity
I213487,C203151,Male,54,Technology,4,4200,Cash,14-05-2022,Emaar Square Mall
I243998,C328166,Female,37,Clothing,4,1200.32,Debit Card,14-10-2022,Mall of Istanbul
I293715,C106583,Female,38,Souvenir,3,35.19,Credit Card,17-05-2022,Cevahir AVM
I157404,C114706,Male,47,Food & Beverage,3,15.69,Credit Card,27-03-2022,Mall of Istanbul
I251575,C205627,Male,22,Souvenir,3,35.19,Credit Card,09-02-2022,Mall of Istanbul
I752405,C197308,Female,38,Clothing,2,600.16,Credit Card,09-02-2022,Kanyon
I511954,C720560,Male,23,Shoes,1,600.17,Credit Card,17-09-2022,Kanyon
I214403,C328647,Male,63,Shoes,3,1800.51,Cash,06-05-2022,Metropol AVM
I339699,C776956,Male,55,Souvenir,1,11.73,Cash,27-10-2022,Forum Istanbul
I240101,C407728,Female,24,Toys,4,143.36,Cash,30-01-2023,Mall of Istanbul
I738458,C240770,Male,48,Cosmetics,2,81.32,Credit Card,12-04-2022,Mall of Istanbul
I163058,C186358,Female,19,Toys,4,143.36,Cash,06-12-2022,Emaar Square Mall
I376258,C950205,Female,28,Clothing,4,1200.32,Credit Card,01-11-2023,Metrocity
I251565,C114989,Male,24,Toys,4,143.36,Cash,07-03-2022,Forum Istanbul
I232207,C313560,Female,55,Shoes,3,1800.51,Debit Card,10-04-2022,Metrocity
I105022,C209245,Female,63,Toys,1,35.84,Cash,24-12-2022,Metrocity
I678170,C158080,Female,43,Souvenir,1,11.73,Credit Card,20-05-2022,Kanyon
I938104,C718508,Male,35,Technology,5,5250,Cash,13-02-2023,Cevahir AVM
I847370,C201235,Male,28,Shoes,3,1800.51,Cash,11-05-2022,Forum Istanbul
I280247,C807243,Male,39,Books,2,30.3,Credit Card,23-04-2022,Zorlu Center
I859500,C334097,Female,19,Toys,5,179.2,Credit Card,18-01-2022,Cevahir AVM
I340215,C202049,Female,38,Food & Beverage,1,5.23,Credit Card,18-01-2023,Cevahir AVM
I206818,C134690,Female,42,Food & Beverage,4,20.92,Debit Card,10-07-2022,Metrocity
I257326,C289454,Female,39,Cosmetics,5,203.3,Credit Card,09-06-2022,Emaar Square Mall
I273570,C179153,Male,19,Souvenir,4,46.92,Credit Card,25-01-2022,Forum Istanbul
I461590,C200650,Female,47,Shoes,3,1800.51,Credit Card,01-11-2023,Kanyon
I181156,C894269,Female,36,Shoes,4,2400.68,Credit Card,16-11-2022,Mall of Istanbul
I322902,C225274,Male,30,Cosmetics,2,81.32,Cash,20-10-2022,Istinye Park
I181777,C140512,Male,18,Books,5,75.75,Credit Card,20-06-2022,Metrocity
I175973,C887674,Female,39,Cosmetics,5,203.3,Cash,19-12-2022,Zorlu Center
I169074,C702086,Female,41,Cosmetics,2,81.32,Cash,24-03-2022,Mall of Istanbul
I336945,C481959,Female,31,Shoes,5,3000.85,Cash,16-05-2022,Kanyon
I294173,C665949,Male,41,Souvenir,3,35.19,Cash,01-03-2022,Metrocity
I272681,C124871,Female,44,Clothing,1,300.08,Cash,01-09-2022,Zorlu Center
I895434,C318714,Female,41,Food & Beverage,2,10.46,Debit Card,03-01-2023,Metropol AVM
I108791,C275177,Female,43,Clothing,4,1200.32,Cash,06-12-2022,Zorlu Center
I540591,C313275,Female,66,Souvenir,5,58.65,Cash,11-10-2022,Metrocity
I114101,C253416,Male,53,Clothing,3,900.24,Debit Card,26-02-2022,Metropol AVM
I294436,C172566,Female,34,Technology,5,5250,Credit Card,12-10-2022,Mall of Istanbul
I119313,C310975,Male,25,Souvenir,4,46.92,Cash,01-07-2023,Metropol AVM
I115593,C211664,Male,52,Cosmetics,3,121.98,Cash,28-09-2022,Metropol AVM
I267907,C162724,Male,51,Books,4,60.6,Cash,19-10-2022,Mall of Istanbul
I221537,C243452,Male,42,Technology,1,1050,Debit Card,26-03-2022,Kanyon
I253483,C264585,Female,45,Shoes,5,3000.85,Credit Card,18-06-2022,Forum Istanbul
I303762,C156861,Male,55,Technology,5,5250,Credit Card,03-03-2022,Kanyon
I264204,C233276,Male,52,Souvenir,3,35.19,Cash,07-01-2022,Mall of Istanbul
I247166,C410490,Female,23,Books,5,75.75,Credit Card,22-11-2022,Viaport Outlet
I143663,C116092,Female,47,Food & Beverage,2,10.46,Credit Card,30-04-2022,Metrocity
I231282,C941937,Female,23,Clothing,2,600.16,Cash,14-10-2022,Metrocity
I229840,C114706,Male,51,Food & Beverage,2,10.46,Cash,25-11-2022,Istinye Park
I683632,C317968,Male,46,Clothing,3,900.24,Credit Card,17-11-2022,Metrocity
I954697,C116029,Female,43,Toys,1,35.84,Credit Card,05-02-2022,Viaport Outlet
I707469,C144162,Female,61,Cosmetics,1,40.66,Cash,03-08-2023,Kanyon
I142653,C239234,Female,62,Clothing,4,1200.32,Credit Card,14-03-2022,Metropol AVM
I231595,C162039,Male,48,Cosmetics,3,121.98,Cash,27-09-2022,Kanyon
I155200,C269710,Female,18,Clothing,2,600.16,Cash,24-07-2022,Istinye Park
I281881,C204727,Male,66,Souvenir,5,58.65,Debit Card,08-06-2022,Viaport Outlet
I285749,C144206,Female,63,Toys,2,71.68,Debit Card,24-11-2022,Forum Istanbul
I276700,C240916,Female,54,Cosmetics,5,203.3,Debit Card,22-12-2022,Metrocity
I806068,C555402,Male,31,Cosmetics,3,121.98,Cash,06-01-2022,Emaar Square Mall
I269775,C281268,Female,45,Food & Beverage,3,15.69,Cash,29-05-2022,Kanyon
I177514,C200650,Male,53,Clothing,1,300.08,Cash,23-02-2023,Mall of Istanbul
I307469,C907582,Female,39,Food & Beverage,5,26.15,Credit Card,29-08-2022,Viaport Outlet
I336343,C280398,Male,48,Clothing,3,900.24,Debit Card,10-11-2022,Emaar Square Mall
I336111,C257469,Female,29,Cosmetics,2,81.32,Credit Card,20-01-2023,Kanyon
I281334,C242822,Male,21,Books,3,45.45,Cash,31-05-2022,Kanyon
I151763,C316289,Female,35,Clothing,2,600.16,Cash,27-01-2023,Kanyon
I141327,C103240,Female,26,Shoes,4,2400.68,Debit Card,18-05-2022,Kanyon
I138005,C335089,Male,55,Clothing,5,1500.4,Cash,19-02-2023,Istinye Park
I333146,C218573,Male,41,Toys,1,35.84,Cash,11-04-2022,Kanyon
I920643,C233276,Female,53,Cosmetics,5,203.3,Credit Card,29-01-2022,Kanyon
I968067,C105170,Female,34,Technology,2,2100,Debit Card,11-05-2022,Metrocity
I158323,C157435,Male,32,Clothing,5,1500.4,Cash,21-08-2022,Mall of Istanbul
I312514,C306395,Female,56,Food & Beverage,4,20.92,Credit Card,20-12-2022,Kanyon
I184211,C979526,Male,43,Cosmetics,4,162.64,Cash,25-05-2022,Istinye Park
I157356,C261457,Male,30,Books,4,60.6,Debit Card,13-11-2022,Metrocity
I655633,C113739,Male,69,Food & Beverage,4,20.92,Cash,12-12-2022,Kanyon
I533798,C242182,Female,53,Food & Beverage,5,26.15,Credit Card,27-12-2022,Mall of Istanbul
I486297,C719220,Female,55,Clothing,4,1200.32,Cash,18-01-2022,Emaar Square Mall
I166583,C279326,Female,63,Technology,3,3150,Cash,01-06-2023,Mall of Istanbul
I140349,C837731,Female,46,Cosmetics,2,81.32,Debit Card,10-02-2022,Istinye Park
I489792,C112750,Female,48,Clothing,2,600.16,Cash,04-01-2022,Zorlu Center
I855692,C247349,Female,58,Clothing,2,600.16,Cash,09-07-2022,Kanyon
I686091,C209245,Female,68,Shoes,3,1800.51,Credit Card,16-06-2022,Istinye Park
I247292,C644268,Male,21,Cosmetics,2,81.32,Credit Card,02-07-2022,Mall of Istanbul
I113716,C505217,Female,69,Food & Beverage,1,5.23,Cash,18-06-2022,Metropol AVM
I884132,C189683,Female,56,Clothing,4,1200.32,Cash,04-04-2022,Mall of Istanbul
I234797,C289028,Male,27,Clothing,2,600.16,Credit Card,31-12-2022,Mall of Istanbul
I150341,C299567,Male,63,Food & Beverage,1,5.23,Cash,27-08-2022,Mall of Istanbul
I176333,C109090,Male,63,Technology,5,5250,Credit Card,18-04-2022,Cevahir AVM
I216361,C142039,Female,36,Food & Beverage,4,20.92,Credit Card,17-08-2022,Mall of Istanbul
I291275,C320610,Female,68,Cosmetics,2,81.32,Credit Card,07-03-2022,Mall of Istanbul
I794636,C264869,Female,31,Clothing,3,900.24,Cash,26-08-2022,Kanyon
I361061,C829564,Male,60,Technology,3,3150,Debit Card,12-01-2022,Kanyon
I536191,C183393,Female,35,Food & Beverage,1,5.23,Credit Card,08-08-2022,Forum Istanbul
I265360,C981925,Female,48,Clothing,2,600.16,Debit Card,21-11-2022,Kanyon
I172034,C880650,Female,42,Toys,5,179.2,Cash,23-02-2023,Kanyon
I114088,C268585,Female,56,Toys,3,107.52,Debit Card,05-07-2022,Metrocity
I319433,C133297,Male,68,Technology,2,2100,Cash,19-05-2022,Zorlu Center
I199514,C113738,Male,19,Technology,3,3150,Cash,20-05-2022,Kanyon
I227987,C240135,Female,30,Toys,3,107.52,Cash,25-01-2022,Metrocity
I202408,C156861,Female,19,Clothing,3,900.24,Debit Card,30-01-2023,Metropol AVM
I128196,C311718,Male,67,Clothing,2,600.16,Credit Card,25-01-2023,Kanyon
I475363,C327791,Female,64,Clothing,4,1200.32,Credit Card,17-11-2022,Emaar Square Mall
I261010,C143851,Female,27,Technology,1,1050,Cash,28-03-2022,Metrocity
I132590,C262901,Female,29,Clothing,2,600.16,Debit Card,23-11-2022,Kanyon
I795152,C212119,Female,33,Food & Beverage,4,20.92,Credit Card,01-11-2023,Kanyon
I284742,C116092,Female,60,Clothing,2,600.16,Credit Card,02-12-2022,Kanyon
I810019,C277888,Female,58,Clothing,1,300.08,Cash,31-01-2022,Mall of Istanbul
I178381,C146493,Male,68,Shoes,4,2400.68,Cash,31-12-2022,Istinye Park
I318346,C312277,Male,32,Clothing,4,1200.32,Cash,12-01-2022,Emaar Square Mall
I268680,C781972,Female,61,Toys,3,107.52,Cash,06-01-2022,Mall of Istanbul
I482048,C327791,Female,52,Clothing,1,300.08,Debit Card,01-04-2022,Istinye Park
I108562,C307201,Female,54,Clothing,4,1200.32,Cash,21-05-2022,Istinye Park
I106422,C248925,Female,61,Clothing,3,900.24,Debit Card,15-02-2022,Kanyon
I682762,C281268,Female,51,Clothing,2,600.16,Cash,11-10-2022,Emaar Square Mall
I275411,C633184,Female,52,Clothing,1,300.08,Debit Card,23-01-2022,Mall of Istanbul
I216442,C450287,Male,49,Toys,1,35.84,Debit Card,19-05-2022,Forum Istanbul
I194836,C107092,Female,61,Clothing,2,600.16,Credit Card,26-02-2023,Istinye Park
I187902,C226800,Female,49,Cosmetics,5,203.3,Cash,03-03-2023,Mall of Istanbul
I772026,C272347,Female,51,Clothing,5,1500.4,Cash,24-09-2022,Mall of Istanbul
I126877,C192050,Male,52,Food & Beverage,5,26.15,Cash,30-10-2022,Mall of Istanbul
I146747,C233022,Female,47,Books,3,45.45,Cash,08-11-2022,Kanyon
I109698,C252029,Female,20,Food & Beverage,1,5.23,Cash,04-09-2022,Cevahir AVM
I232242,C711328,Male,49,Food & Beverage,2,10.46,Cash,03-05-2023,Viaport Outlet
I170499,C174454,Female,30,Cosmetics,3,121.98,Credit Card,11-06-2022,Kanyon
I177418,C245915,Male,48,Food & Beverage,3,15.69,Cash,02-12-2022,Metrocity
I370390,C173469,Female,31,Technology,1,1050,Credit Card,05-12-2022,Mall of Istanbul
I101043,C111832,Female,32,Clothing,1,300.08,Credit Card,12-01-2022,Cevahir AVM
I251630,C261942,Female,47,Clothing,5,1500.4,Cash,23-09-2022,Zorlu Center
I201733,C306372,Male,54,Technology,1,1050,Cash,29-04-2022,Mall of Istanbul
I840946,C158080,Female,54,Toys,3,107.52,Cash,14-02-2023,Mall of Istanbul
I281542,C125800,Female,30,Cosmetics,5,203.3,Cash,24-01-2023,Mall of Istanbul
I240533,C232529,Male,23,Toys,5,179.2,Debit Card,02-10-2023,Mall of Istanbul
I338653,C303125,Female,33,Clothing,1,300.08,Credit Card,09-06-2022,Mall of Istanbul
I314057,C181980,Male,53,Souvenir,5,58.65,Cash,01-02-2022,Kanyon
I159335,C238746,Male,44,Clothing,3,900.24,Credit Card,07-08-2022,Kanyon
I250769,C179915,Female,38,Cosmetics,2,81.32,Cash,22-02-2023,Emaar Square Mall
I295650,C184417,Female,68,Food & Beverage,4,20.92,Cash,21-10-2022,Istinye Park
I268819,C310975,Male,58,Cosmetics,3,121.98,Credit Card,30-11-2022,Mall of Istanbul
I306860,C119440,Female,24,Food & Beverage,1,5.23,Cash,04-09-2022,Forum Istanbul
I252755,C245412,Female,42,Clothing,2,600.16,Cash,12-06-2022,Forum Istanbul
I275076,C227943,Male,60,Clothing,5,1500.4,Cash,16-11-2022,Mall of Istanbul
I265410,C203151,Male,41,Shoes,2,1200.34,Cash,24-07-2022,Forum Istanbul
I287164,C208165,Female,34,Food & Beverage,1,5.23,Credit Card,18-04-2022,Metrocity
I275371,C867686,Male,69,Technology,1,1050,Credit Card,17-05-2022,Cevahir AVM
I480471,C311718,Female,56,Souvenir,5,58.65,Credit Card,02-11-2023,Emaar Square Mall
I214844,C433311,Female,50,Clothing,2,600.16,Debit Card,03-08-2023,Metrocity
I594459,C194306,Male,32,Food & Beverage,2,10.46,Cash,15-02-2022,Metrocity
I437476,C292154,Female,34,Cosmetics,2,81.32,Cash,22-01-2022,Viaport Outlet
I301720,C165065,Female,55,Shoes,2,1200.34,Cash,25-01-2023,Emaar Square Mall
I258449,C132636,Male,42,Clothing,3,900.24,Cash,20-05-2022,Forum Istanbul
I778027,C331327,Female,29,Toys,3,107.52,Credit Card,18-05-2022,Viaport Outlet
I165599,C255859,Male,29,Cosmetics,2,81.32,Cash,16-06-2022,Metrocity
I969628,C726021,Female,58,Clothing,2,600.16,Credit Card,11-10-2022,Metrocity
I129557,C340042,Male,40,Food & Beverage,5,26.15,Credit Card,13-02-2022,Mall of Istanbul
I213016,C256176,Male,49,Food & Beverage,3,15.69,Credit Card,30-12-2022,Istinye Park
I187276,C706700,Male,68,Clothing,3,900.24,Cash,06-07-2022,Cevahir AVM
I876500,C124768,Female,54,Cosmetics,3,121.98,Credit Card,23-09-2022,Emaar Square Mall
I274344,C166367,Female,32,Toys,5,179.2,Credit Card,26-12-2022,Kanyon
I157858,C227271,Female,41,Technology,4,4200,Debit Card,06-06-2022,Zorlu Center
I283245,C313632,Female,65,Clothing,4,1200.32,Cash,11-10-2022,Emaar Square Mall
I126236,C255859,Male,47,Toys,4,143.36,Cash,13-11-2022,Kanyon
I330519,C611885,Male,39,Cosmetics,1,40.66,Credit Card,28-12-2022,Metrocity
I417937,C236428,Male,64,Shoes,1,600.17,Cash,23-03-2022,Mall of Istanbul
I970865,C181619,Male,26,Toys,3,107.52,Cash,01-03-2023,Kanyon
I320871,C408981,Female,40,Technology,3,3150,Credit Card,25-03-2022,Cevahir AVM
I183031,C792146,Female,48,Toys,1,35.84,Debit Card,10-06-2022,Mall of Istanbul
I166826,C328166,Male,39,Clothing,4,1200.32,Credit Card,12-05-2022,Mall of Istanbul
I836365,C164634,Male,28,Books,2,30.3,Cash,13-07-2022,Mall of Istanbul
I307889,C807243,Male,54,Clothing,5,1500.4,Debit Card,03-01-2022,Kanyon
I332605,C986860,Female,56,Technology,3,3150,Credit Card,17-01-2023,Istinye Park
I888175,C111832,Male,44,Clothing,4,1200.32,Credit Card,26-01-2022,Forum Istanbul
I282284,C197019,Female,42,Clothing,1,300.08,Cash,22-07-2022,Metrocity
I318199,C127447,Female,21,Food & Beverage,4,20.92,Credit Card,10-01-2022,Istinye Park
I192518,C259810,Male,38,Toys,5,179.2,Credit Card,19-11-2022,Kanyon
I213808,C144823,Male,69,Clothing,5,1500.4,Credit Card,30-03-2022,Forum Istanbul
I235910,C171064,Female,28,Souvenir,3,35.19,Credit Card,06-04-2022,Metropol AVM
I735676,C407728,Male,37,Food & Beverage,4,20.92,Credit Card,13-12-2022,Emaar Square Mall
I291879,C245412,Female,62,Cosmetics,2,81.32,Credit Card,01-12-2022,Istinye Park
I377931,C279559,Male,35,Food & Beverage,5,26.15,Credit Card,10-03-2022,Kanyon
I195374,C124832,Male,68,Cosmetics,5,203.3,Credit Card,24-04-2022,Istinye Park
I270795,C182769,Male,48,Shoes,1,600.17,Credit Card,04-09-2022,Metrocity
I103102,C299323,Female,54,Food & Beverage,4,20.92,Credit Card,26-02-2022,Metropol AVM
I326260,C267843,Male,62,Clothing,3,900.24,Cash,01-11-2023,Istinye Park
I176211,C227568,Female,31,Clothing,2,600.16,Cash,06-12-2022,Kanyon
I302899,C612261,Female,20,Clothing,3,900.24,Debit Card,27-04-2022,Metrocity
I695087,C433311,Female,57,Shoes,5,3000.85,Cash,28-06-2022,Metrocity
I888801,C313757,Male,42,Souvenir,3,35.19,Debit Card,25-03-2022,Istinye Park
I200224,C263417,Female,19,Food & Beverage,2,10.46,Cash,10-08-2022,Istinye Park
I116762,C160596,Female,29,Books,2,30.3,Debit Card,02-01-2023,Kanyon
I347449,C109489,Male,58,Clothing,4,1200.32,Cash,16-01-2022,Istinye Park
I707189,C306755,Female,28,Cosmetics,5,203.3,Cash,17-06-2022,Mall of Istanbul
I207470,C377356,Female,43,Food & Beverage,5,26.15,Credit Card,23-12-2022,Istinye Park
I217466,C181619,Female,52,Cosmetics,4,162.64,Credit Card,15-04-2022,Mall of Istanbul
I134013,C148358,Female,48,Food & Beverage,3,15.69,Cash,02-04-2023,Istinye Park
I202081,C988693,Female,49,Technology,3,3150,Debit Card,01-07-2022,Kanyon
I223506,C712263,Female,30,Shoes,1,600.17,Debit Card,31-12-2022,Metrocity
I104640,C318606,Female,45,Books,1,15.15,Cash,26-07-2022,Kanyon
I111599,C144206,Female,64,Clothing,4,1200.32,Debit Card,03-06-2023,Mall of Istanbul
I504079,C257932,Female,61,Clothing,1,300.08,Credit Card,25-04-2022,Kanyon
I128484,C759854,Female,24,Clothing,3,900.24,Debit Card,01-05-2023,Metrocity
I209019,C261635,Male,69,Books,3,45.45,Credit Card,14-10-2022,Forum Istanbul
I826019,C120935,Female,19,Food & Beverage,1,5.23,Debit Card,24-06-2022,Kanyon
I124225,C309927,Male,57,Technology,2,2100,Credit Card,14-07-2022,Zorlu Center
I775091,C328756,Female,51,Food & Beverage,4,20.92,Credit Card,09-02-2022,Istinye Park
I272148,C282968,Male,49,Clothing,3,900.24,Cash,02-09-2022,Istinye Park
I137140,C950897,Female,27,Toys,3,107.52,Credit Card,29-09-2022,Metropol AVM
I499947,C676484,Male,53,Food & Beverage,3,15.69,Credit Card,14-06-2022,Kanyon
I172360,C202349,Male,65,Food & Beverage,2,10.46,Credit Card,28-06-2022,Metropol AVM
I686181,C242822,Male,34,Clothing,4,1200.32,Credit Card,17-05-2022,Kanyon
I151617,C108639,Female,52,Clothing,4,1200.32,Cash,23-05-2022,Metrocity
I983958,C721411,Female,36,Books,5,75.75,Cash,01-10-2022,Emaar Square Mall
I130870,C127631,Female,31,Shoes,2,1200.34,Cash,11-04-2022,Cevahir AVM
I256903,C313560,Female,49,Souvenir,1,11.73,Credit Card,20-04-2022,Mall of Istanbul
